pharmacy_name,address,postcode,opening_hours_monday,opening_hours_tuesday,opening_hours_wednesday,opening_hours_thursday,opening_hours_friday,opening_hours_saturday,opening_hours_sunday,organisation_data_service_code,health_and_wellbeing_board,ward_code,ward_name,la_code,la_name
Vincent Smith Pharmacy,"200 Monton Road, Monton, Eccles, Manchester",M30 9LJ,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,CLOSED,CLOSED,FL782,Salford,E05013024,Eccles,E08000006,Salford
Well,"512 Liverpool Road, Irlam, Manchester",M44 6AJ,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FCJ72,Salford,E05013022,Cadishead & Lower Irlam,E08000006,Salford
Well,"52 Russell Road, Salford",M6 8NR,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FF483,Salford,E05013023,Claremont,E08000006,Salford
Well,"203 Eccles Old Road, Salford",M6 8HA,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,CLOSED,CLOSED,FGF55,Salford,E05013036,Weaste & Seedley,E08000006,Salford
Well,"1 Tootal Road, Salford",M5 5HJ,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FHW72,Salford,E05013036,Weaste & Seedley,E08000006,Salford
Well,"32 Russell Street, Eccles, Manchester",M30 0NU,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,CLOSED,CLOSED,FKX64,Salford,E05013024,Eccles,E08000006,Salford
Well,"291-293 Bolton Road, Salford",M6 7GU,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-13:00,CLOSED,FVH45,Salford,E05013023,Claremont,E08000006,Salford
Zemmel Chemist,"Unit 2 The Vibe, 175 Broughton Lane, Salford",M7 1US,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FT440,Salford,E05013021,Broughton,E08000006,Salford
Adswood Pharmacy,"205 Garners Lane, Adswood, Stockport, Cheshire",SK3 8QJ,"08:45-13:00,14:00-18:00","08:45-13:00,14:00-18:00","09:00-13:00,14:00-17:00","08:45-13:00,14:00-18:00","08:45-13:00,14:00-18:00",09:00-13:00,CLOSED,FF385,Stockport,E05015022,Davenport & Cale Green,E08000007,Stockport
Asda Pharmacy,"Warren Street, Stockport",SK1 1UA,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,10:30-16:30,FV018,Stockport,E05015018,Brinnington & Stockport Central,E08000007,Stockport
Boots,"47/49 Merseyway, Stockport",SK1 1PU,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,CLOSED,CLOSED,FAL33,Stockport,E05015018,Brinnington & Stockport Central,E08000007,Stockport
Boots,"82 Castle Street, Edgeley, Stockport",SK3 9AL,08:45-17:30,08:45-17:30,08:45-17:30,08:45-17:30,08:45-17:30,09:00-15:00,CLOSED,FL388,Stockport,E05015023,Edgeley,E08000007,Stockport
Boots,"9 Market Street, Marple, Stockport",SK6 7AA,08:45-17:30,08:45-17:30,08:45-17:30,08:45-17:30,08:45-17:30,08:45-17:00,CLOSED,FR889,Stockport,E05015030,Marple South & High Lane,E08000007,Stockport
Boots,"1a Bramhall Lane South, Bramhall, Stockport",SK7 1AL,08:45-17:30,08:45-17:30,08:45-17:30,08:45-17:30,08:45-17:30,09:00-17:30,CLOSED,FRA19,Stockport,E05015015,Bramhall South & Woodford,E08000007,Stockport
Boots,"56/58 Heaton Moor Road, Heaton Moor, Stockport",SK4 4NZ,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,CLOSED,FT820,Stockport,E05015026,Heatons North,E08000007,Stockport
Bosden Pharmacy,"13 Turnstone Road, Offerton, Stockport",SK2 5XT,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-13:00,CLOSED,FXN37,Stockport,E05015024,Hazel Grove,E08000007,Stockport
Bredbury Pharmacy,"238-240 Stockport Rd West, Bredbury, Stockport",SK6 2AN,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,CLOSED,CLOSED,FAN58,Stockport,E05015016,Bredbury & Woodley,E08000007,Stockport
Cale Green Pharmacy,"145 Shaw Heath, Stockport, Cheshire",SK2 6QZ,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FNM30,Stockport,E05015022,Davenport & Cale Green,E08000007,Stockport
Charles S Bullen Stomacare Ltd,"1 Bann Street, Stockport",SK3 0EX,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,CLOSED,CLOSED,FWL22,Stockport,E05015023,Edgeley,E08000007,Stockport
Chichester Road Pharmacy,"2 Chichester Road, Romiley, Stockport, Cheshire",SK6 4BL,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,CLOSED,FNP33,Stockport,E05015017,Bredbury Green & Romiley,E08000007,Stockport
Cohens Chemist,"256 Stockport Road, Cheadle Heath, Stockport, Cheshire",SK3 0RG,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,CLOSED,CLOSED,FAV82,Stockport,E05015019,Cheadle East & Cheadle Hulme North,E08000007,Stockport
Cohens Chemist,"128 Hulme Hall Road, Cheadle Hulme, Cheadle, Cheshire",SK8 6LQ,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,CLOSED,CLOSED,FCN68,Stockport,E05015020,Cheadle Hulme South,E08000007,Stockport
Cohens Chemist,"280-282 Gorton Road, Reddish, Stockport",SK5 6RN,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-13:00,CLOSED,FEL97,Stockport,E05015033,Reddish North,E08000007,Stockport
Cohens Chemist,"Units 5-6 Berwick Parade, Brinnington, Stockport, Cheshire",SK5 8LQ,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,09:00-12:00,CLOSED,FGX74,Stockport,E05015018,Brinnington & Stockport Central,E08000007,Stockport
Cohens Chemist,"76 Belmont Street, Heaton Norris, Stockport",SK4 1LX,"08:45-12:30,13:30-18:15","08:45-12:30,13:30-18:15","08:45-12:30,13:30-18:15","08:45-12:30,13:30-18:15","08:45-12:30,13:30-18:15",CLOSED,CLOSED,FQM56,Stockport,E05015034,Reddish South,E08000007,Stockport
Cohens Chemist,"164-166 Higher Bents Lane, Bredbury, Stockport, Cheshire",SK6 2LU,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FTL19,Stockport,E05015017,Bredbury Green & Romiley,E08000007,Stockport
Cohens Chemist,"133 Heaton Moor Road, Heaton Moor, Stockport, Cheshire",SK4 4HY,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FVG84,Stockport,E05015026,Heatons North,E08000007,Stockport
Cohens Chemist,"448 Didsbury Road, Heaton Mersey, Stockport",SK4 3BS,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FX011,Stockport,E05015027,Heatons South,E08000007,Stockport
Davenport Pharmacy,"191 Bramhall Lane, Davenport, Stockport",SK2 6JA,09:00-17:30,09:00-17:30,09:00-17:00,09:00-17:30,09:00-17:30,09:00-16:00,CLOSED,FQR46,Stockport,E05015022,Davenport & Cale Green,E08000007,Stockport
Dial House Pharmacy,"144 Dialstone Lane, Offerton, Stockport, Cheshire",SK2 6AP,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",09:00-13:00,CLOSED,FCL01,Stockport,E05015032,Offerton,E08000007,Stockport
Edgeley Pharmacy,"99 Bloom Street, Edgeley, Stockport",SK3 9LQ,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FK791,Stockport,E05015023,Edgeley,E08000007,Stockport
Everest Pharmacy Cheadle,"21a-22 The Shopping Prect, Cheadle Hulme, Cheadle, Cheshire",SK8 5BB,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,"09:00-13:00,14:00-18:00",09:00-17:30,CLOSED,FM732,Stockport,E05015020,Cheadle Hulme South,E08000007,Stockport
Fir Road Pharmacy,"8 Fir Road, Bramhall, Stockport",SK7 2NP,"09:00-13:00,14:00-17:30","09:00-13:00,14:00-17:30","09:00-13:00,14:00-17:30","09:00-13:00,14:00-17:30","09:00-13:00,14:00-17:30",09:00-13:00,CLOSED,FWN23,Stockport,E05015014,Bramhall North,E08000007,Stockport
Heald Green Pharmacy,"208 Finney Lane, Heald Green, Cheadle, Cheshire",SK8 3QA,"09:00-13:00,14:00-21:00","09:00-13:00,14:00-21:00","09:00-13:00,14:00-21:00","09:00-13:00,14:00-21:00","09:00-13:00,14:00-21:00","09:00-13:00,14:00-21:00",10:00-16:00,FRA38,Stockport,E05015025,Heald Green,E08000007,Stockport
High Street Pharmacy,"3 High Street, Cheadle, Cheshire",SK8 1AX,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:30-16:00,CLOSED,FMC43,Stockport,E05015021,Cheadle West & Gatley,E08000007,Stockport
Hillgate Pharmacy,"54 Higher Hillgate, Hillgate, Stockport",SK1 3PX,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-12:00,CLOSED,FXC51,Stockport,E05015018,Brinnington & Stockport Central,E08000007,Stockport
Hm Odell Ltd,"601 Gorton Road, Reddish, Stockport",SK5 6NX,"09:00-13:00,14:15-18:00","09:00-13:00,14:15-18:00","09:00-13:00,14:15-18:00","09:00-13:00,14:15-18:00","09:00-13:00,14:15-18:00",09:00-13:00,CLOSED,FAX21,Stockport,E05015033,Reddish North,E08000007,Stockport
Ipharmacy,"Unit 231a London Rd, Grove House, Hazel Grove, Stockport",SK7 4HS,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,CLOSED,CLOSED,FT336,Stockport,E05015024,Hazel Grove,E08000007,Stockport
Jaybee Pharmacy,"136 Lisburne Lane, Offerton, Stockport, Cheshire",SK2 5RH,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",09:00-13:00,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",09:00-13:00,CLOSED,FAR04,Stockport,E05015032,Offerton,E08000007,Stockport
Mai's Pharmacy,"373 Buxton Road, Great Moor, Stockport",SK2 7EY,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,CLOSED,FL120,Stockport,E05015032,Offerton,E08000007,Stockport
Manor Pharmacy,"32 Brinnington Road, Brinnington, Stockport, Cheshire",SK1 2EX,"09:00-13:00,14:00-18:30","09:00-13:00,14:00-18:30","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:30","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FK872,Stockport,E05015018,Brinnington & Stockport Central,E08000007,Stockport
Medichem Pharmacy,"34-35 Woodley Precinct, Woodley, Stockport, Cheshire",SK6 1RJ,08:30-21:00,08:30-21:00,08:30-21:00,08:30-21:00,08:30-21:00,10:00-21:00,10:00-17:30,FG849,Stockport,E05015016,Bredbury & Woodley,E08000007,Stockport
Offerton Pharmacy,"513 Hempshaw Lane, Offerton, Stockport, Cheshire",SK2 5TP,"09:00-13:00,14:15-19:00","09:00-13:00,14:15-19:00","09:00-13:00,14:15-19:00","09:00-13:00,14:15-19:00","09:00-13:00,14:15-19:00",09:00-17:00,10:00-16:00,FPF95,Stockport,E05015028,Manor,E08000007,Stockport
Peak Pharmacy,"The Village Green, Buxton Road, High Lane, Stockport",SK6 8DR,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",09:00-13:00,CLOSED,FFE10,Stockport,E05015030,Marple South & High Lane,E08000007,Stockport
Peak Pharmacy,"202-204 Finney Lane, Heald Green, Cheadle, Cheshire",SK8 3QA,"08:30-13:00,13:30-18:30","08:30-13:00,13:30-18:30","08:30-13:00,13:30-18:30","08:30-13:00,13:30-18:30","08:30-13:00,13:30-18:30","09:00-13:00,13:30-17:00",CLOSED,FPL14,Stockport,E05015025,Heald Green,E08000007,Stockport
Pharmacy One,"262 Finney Lane, Heald Green, Cheadle, Cheshire",SK8 3QD,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,CLOSED,FC561,Stockport,E05015025,Heald Green,E08000007,Stockport
Pharmacyhaus.com,"13 Cranston Grove, Gatley, Cheshire",SK8 4HS,CLOSED,15:00-21:00,07:00-18:00,CLOSED,07:00-18:00,12:30-18:30,09:00-15:00,FWN20,Stockport,E05015021,Cheadle West & Gatley,E08000007,Stockport
Romiley Pharmacy,"30 Stockport Road, Romiley, Stockport",SK6 3AA,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-13:00,CLOSED,FJF74,Stockport,E05015017,Bredbury Green & Romiley,E08000007,Stockport
Rowlands Pharmacy,"61 Arundel Avenue, Hazel Grove, Stockport",SK7 5LD,"09:00-13:00,14:00-17:30","09:00-13:00,14:00-17:30","09:00-13:00,14:00-17:30","09:00-13:00,14:00-17:30","09:00-13:00,14:00-17:30",09:00-12:00,CLOSED,FA002,Stockport,E05015031,Norbury & Woodsmoor,E08000007,Stockport
Rowlands Pharmacy,"10 Old Hall Road, Gatley, Cheadle, Cheshire",SK8 4BE,"09:00-13:00,13:20-18:00","09:00-13:00,13:20-18:00","09:00-13:00,13:20-18:00","09:00-13:00,13:20-18:00","09:00-13:00,13:20-18:00",CLOSED,CLOSED,FC729,Stockport,E05015021,Cheadle West & Gatley,E08000007,Stockport
Scorah Chemist (Cheadle) Ltd,"169 Councillor Lane, Cheadle, Cheshire",SK8 2JE,09:00-18:15,09:00-18:15,09:00-18:15,09:00-18:15,09:00-18:15,09:00-13:00,CLOSED,FX743,Stockport,E05015019,Cheadle East & Cheadle Hulme North,E08000007,Stockport
Scorah Chemists Bramhall,"61 North Park Road, Bramhall, Stockport, Cheshire",SK7 3LQ,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-13:00,CLOSED,FL495,Stockport,E05015014,Bramhall North,E08000007,Stockport
Scorah Chemists Hazel Grove,"87 Macclesfield Road, Hazel Grove, Stockport, Cheshire",SK7 6BG,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-13:00,CLOSED,FKD04,Stockport,E05015031,Norbury & Woodsmoor,E08000007,Stockport
Singers Pharmacy,"15 Church Road, Gatley, Cheadle, Cheshire",SK8 4NG,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,13:30-17:30","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-17:00",CLOSED,FN011,Stockport,E05015021,Cheadle West & Gatley,E08000007,Stockport
Stockport Pharmacy,"73a Castle Street, Edgeley, Stockport, Cheshire",SK3 9AT,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,CLOSED,CLOSED,FD049,Stockport,E05015023,Edgeley,E08000007,Stockport
Superdrug Pharmacy,"4-6 Mersey Square, Stockport",SK1 1RA,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,09:00-17:30,CLOSED,FG096,Stockport,E05015018,Brinnington & Stockport Central,E08000007,Stockport
Tesco Instore Pharmacy,"Burnage Lane, Burnage, Manchester",M19 1TF,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,10:00-16:00,FJD64,Stockport,E05015027,Heatons South,E08000007,Stockport
Turves Road Pharmacy,"130 Turves Road, Cheadle Hulme, Cheadle, Cheshire",SK8 6AW,"09:00-13:30,14:00-18:00","09:00-13:30,14:00-18:00","09:00-13:30,14:00-18:00","09:00-13:30,14:00-18:00","09:00-13:30,14:00-18:00",09:00-14:00,CLOSED,FPL83,Stockport,E05015020,Cheadle Hulme South,E08000007,Stockport
Village Pharmacy,"1 Buckingham Road, Cheadle Hulme, Cheadle, Cheshire",SK8 5EG,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FE543,Stockport,E05015020,Cheadle Hulme South,E08000007,Stockport
Village Pharmacy,"42 Bramhall Lane South, Bramhall, Stockport",SK7 1AH,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-17:00,CLOSED,FK109,Stockport,E05015015,Bramhall South & Woodford,E08000007,Stockport
Well,"221 London Road, Hazel Grove, Stockport",SK7 4HS,09:00-18:15,09:00-18:15,09:00-18:15,09:00-18:15,09:00-18:15,CLOSED,CLOSED,FDK67,Stockport,E05015024,Hazel Grove,E08000007,Stockport
Well,"26 Reddish Road, Reddish, Stockport, Cheshire",SK5 7PE,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FEJ76,Stockport,E05015034,Reddish South,E08000007,Stockport
Well,"32 Heaton Moor Road, Heaton Moor, Stockport, Cheshire",SK4 4NX,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,CLOSED,CLOSED,FKT18,Stockport,E05015026,Heatons North,E08000007,Stockport
Well,"Shaw Heath Health Centre, Gilmore Street, Shaw Heath, Stockport",SK3 8DN,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,CLOSED,CLOSED,FKT49,Stockport,E05015022,Davenport & Cale Green,E08000007,Stockport
Well,"114 London Road, Hazel Grove, Stockport, Cheshire",SK7 4AG,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:00,CLOSED,FM741,Stockport,E05015024,Hazel Grove,E08000007,Stockport
Well,"217 Hall Street, Offerton, Stockport",SK1 4JG,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FMF87,Stockport,E05015028,Manor,E08000007,Stockport
Well,"93 Stockport Road, Marple, Stockport",SK6 6AA,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FN566,Stockport,E05015030,Marple South & High Lane,E08000007,Stockport
Well,"1-3 Gorton Road, Reddish, Stockport, Cheshire",SK5 6AZ,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-17:00,CLOSED,FP690,Stockport,E05015033,Reddish North,E08000007,Stockport
Well,"2 Longford Road West, Reddish, Stockport, Cheshire",SK5 6ET,08:45-18:30,08:45-18:30,08:45-18:30,08:45-18:30,08:45-18:30,CLOSED,CLOSED,FP975,Stockport,E05015033,Reddish North,E08000007,Stockport
Well,"6 The Hollins, Marple, Stockport",SK6 6AY,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,CLOSED,FRY79,Stockport,E05015029,Marple North,E08000007,Stockport
Well,"19 Town Street, Marple Bridge, Stockport",SK6 5AA,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FXV77,Stockport,E05015029,Marple North,E08000007,Stockport
Wellington Road Pharmacy,"236 Wellington Road South, Stockport",SK2 6NW,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-13:00,FQ350,Stockport,E05015022,Davenport & Cale Green,E08000007,Stockport
Adams Pharmacy,"169 Mossley Road, Ashton-Under-Lyne",OL6 6NE,08:00-20:00,08:00-20:00,07:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,CLOSED,FTH04,Tameside,E05014520,Ashton St Michael's,E08000008,Tameside
Adams Pharmacy,"Grnd Flr Stalybridge Ctr, 2 Waterloo Road, Stalybridge, Cheshire",SK15 2AU,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-17:00,16:00-21:00,FXW73,Tameside,E05014536,Stalybridge North,E08000008,Tameside
Alans Pharmacy,"173 Mossley Road, Ashton-Under-Lyne, Lancashire",OL6 6NE,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-17:00,CLOSED,FE452,Tameside,E05014520,Ashton St Michael's,E08000008,Tameside
Asda Pharmacy,"Cavendish Street, Ashton-Under-Lyne, Lancashire",OL6 7DP,"09:00-12:30,13:00-16:30,17:00-21:00","09:00-12:30,13:00-16:30,17:00-21:00","09:00-12:30,13:00-16:30,17:00-21:00","09:00-12:30,13:00-16:30,17:00-21:00","09:00-12:30,13:00-16:30,17:00-21:00","09:00-12:30,13:00-16:30,17:00-21:00",10:30-16:30,FP879,Tameside,E05014535,St Peter's,E08000008,Tameside
Asda Pharmacy,"Water Street, Hyde, Cheshire",SK14 1BD,"09:00-12:30,13:00-16:30,17:00-21:00","09:00-12:30,13:00-16:30,17:00-21:00","09:00-12:30,13:00-16:30,17:00-21:00","09:00-12:30,13:00-16:30,17:00-21:00","09:00-12:30,13:00-16:30,17:00-21:00","09:00-12:30,13:00-16:30,17:00-21:00",10:30-16:30,FTC91,Tameside,E05014532,Hyde Werneth,E08000008,Tameside
Ashton Primary Care Centre Pharmacy,"Ashton Primary Care Cntr, 193 Old Street, Ashton-Under-Lyne, Lancashire",OL6 7SR,"09:00-13:00,14:00-18:30","09:00-13:00,14:00-18:30","09:00-13:00,14:00-18:30","09:00-13:00,14:00-18:30","09:00-13:00,14:00-18:30",09:00-14:00,CLOSED,FV756,Tameside,E05014535,St Peter's,E08000008,Tameside
Audenshaw Pharmacy,"3 Chapel Street, Audenshaw, Manchester",M34 5DE,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,CLOSED,CLOSED,FJE52,Tameside,E05014535,St Peter's,E08000008,Tameside
Boots,"17-19 Staveleigh Way, Ashton-Under-Lyne, Lancashire",OL6 7JL,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,10:00-15:00,FEJ56,Tameside,E05014535,St Peter's,E08000008,Tameside
Boots,"1a Market Place, Hyde, Cheshire",SK14 2LX,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,CLOSED,FJ174,Tameside,E05014530,Hyde Godley,E08000008,Tameside
Boots,"Hattersley Health Centre, Hattersley Road East, Hattersley,Hyde, Cheshire",SK14 3EH,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-12:00,CLOSED,FKF06,Tameside,E05014533,Longdendale,E08000008,Tameside
Boots,"33 Queens Walk, Droylsden, Manchester",M43 7AD,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:00,CLOSED,FQR87,Tameside,E05014526,Droylsden East,E08000008,Tameside
Boots,"Crown Point Nth Retail Pk, Ashton Road, Denton, Manchester",M34 3LY,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,11:00-17:00,FRN15,Tameside,E05014523,Denton North East,E08000008,Tameside
Chadwick & Hadfield Ltd,"189 Manchester Road, Mossley, Ashton-Under-Lyne, Lancashire",OL5 9AB,"09:00-13:00,13:30-18:30","09:00-13:00,13:30-18:30","09:00-13:00,13:30-18:30","09:00-13:00,13:30-18:30","09:00-13:00,13:30-18:30",09:00-12:00,CLOSED,FKK88,Tameside,E05014534,Mossley,E08000008,Tameside
Charles S Bullen Stomacare Ltd,"Peel House, Peel Street, Denton",M34 3JY,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,CLOSED,CLOSED,FPC27,Tameside,E05014523,Denton North East,E08000008,Tameside
Cohens Chemist,"Ann Street Health Centre, Ann Street, Denton, Manchester",M34 2AJ,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,CLOSED,CLOSED,FC480,Tameside,E05014525,Denton West,E08000008,Tameside
Cohens Chemist,"98-102 Ashton Road, Denton, Manchester",M34 3JE,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FCT75,Tameside,E05014523,Denton North East,E08000008,Tameside
Cohens Chemist,"2 Albion Street, Ashton-Under-Lyne, Lancashire",OL6 6HF,"08:30-13:00,14:00-18:00","08:30-13:00,14:00-18:00","08:30-13:00,14:00-18:00","08:30-13:00,14:00-18:00","08:30-13:00,14:00-18:00",CLOSED,CLOSED,FX959,Tameside,E05014535,St Peter's,E08000008,Tameside
Denton Pharmacy,"14 Ashton Road, Denton, Manchester",M34 3EX,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,CLOSED,FQK26,Tameside,E05014523,Denton North East,E08000008,Tameside
Droylsden Pharmacy,"54 Ashton Road, Droylsden, Manchester, Greater Manchester",M43 7BP,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,10:00-14:00,FV867,Tameside,E05014526,Droylsden East,E08000008,Tameside
Future Pharmacy,"96 Stockport Road, Ashton-Under-Lyne, Lancashire",OL7 0LH,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,CLOSED,CLOSED,FRF38,Tameside,E05014535,St Peter's,E08000008,Tameside
Group Pharmacy,"Glebe Street, Penny Meadow, Ashton-Under-Lyne, Lancashire",OL6 6HD,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,CLOSED,CLOSED,FM310,Tameside,E05014535,St Peter's,E08000008,Tameside
Hyde Pharmacy,"Thornley House Med Ctr, Thornley Street, Hyde, Cheshire",SK14 1JY,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,"09:00-12:30,14:30-21:00",17:00-21:00,09:00-22:00,FAG81,Tameside,E05014532,Hyde Werneth,E08000008,Tameside
Ipharmacy Direct,"2 Raynham Street, Ashton-Under-Lyne, Lancashire",OL6 9NU,09:30-17:30,09:30-17:30,09:30-17:30,09:30-17:30,"09:30-12:30,14:00-18:30",CLOSED,CLOSED,FED07,Tameside,E05014520,Ashton St Michael's,E08000008,Tameside
Lad Rj Pharmacy,"201 Birch Lane, Dukinfield, Cheshire",SK16 5AT,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FJ297,Tameside,E05014528,Dukinfield,E08000008,Tameside
Manor Pharmacy,"397 Huddersfield Road, Millbrook, Stalybridge",SK15 3ET,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",09:00-13:00,CLOSED,FA596,Tameside,E05014537,Stalybridge South,E08000008,Tameside
Manor Pharmacy,"294-296 Stockport Road, Hyde, Cheshire",SK14 5RU,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FR468,Tameside,E05014532,Hyde Werneth,E08000008,Tameside
